Time Remaining,Play Number,Down,Score Difference,Play Type,Distance to First,Distance to Touchdown,Outcome,Previous Play Outcome,Play Description,Best
2479,31,1,20,pass,10,30,28,26,"1st and 10 at DUQ30 No Huddle-Shotgun Travis,Jordan pass complete deep left to Pittman,Mycah for 18 yards to the DUQ12",pass
2479,32,1,20,rush middle,10,12,4,28,"1st and 10 at DUQ12 No Huddle-Shotgun Benson,Trey rush middle for 4 yards gain to the DUQ08 (Ackerman,A.J.).",rush middle
2479,33,2,20,pass,6,8,0,4,"2nd and 6 at DUQ8 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Pittman,Mycah.Farmer,Joshua injured on the play",pass
2479,34,3,20,rush right,6,8,2,0,"3rd and 6 at DUQ8 (09:15) No Huddle-Shotgun Benson,Trey rush right for 2 yards gain to the DUQ06 (Reese,Alex;",rush right
2479,35,4,20,field goal attempt,4,6,5,2,"4th and 4 at DUQ6 Fitzgerald,Ryan field goal attempt from 24 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
1319,36,1,23,pass,10,86,22,5,"1st and 10 at FSU14 No Huddle-Shotgun Travis,Jordan pass complete deep middle to Poitier,Kentron for 12 yards to the FSU26",pass
1319,37,1,23,pass,10,74,0,22,"1st and 10 at FSU26 No Huddle-Shotgun Travis,Jordan pass incomplete short left to McDonald,Camren.",pass
1319,38,2,23,rush middle,10,74,24,0,"2nd and 10 at FSU26 No Huddle-Shotgun Toafili,Lawrance rush middle for 14 yards gain to the FSU40 (Barnes,CJ), 1ST DOWN.",rush middle
1319,39,1,23,rush right,10,60,9,24,"1st and 10 at FSU40 No Huddle-Shotgun Toafili,Lawrance rush right for 9 yards gain to the FSU49 (Dellovade,Anthony).Daure,Ezekiel",rush right
1319,40,2,23,rush left,1,51,18,9,"2nd and 1 at FSU49 No Huddle-Shotgun Travis,Jordan rush left for 8 yards gain to the DUQ43 (Barnes,CJ), 1ST DOWN.",rush left
1319,41,1,23,rush left,10,43,5,18,"1st and 10 at DUQ43 No Huddle-Shotgun Toafili,Lawrance rush left for 5 yards gain to the DUQ38 (Vance,Jay; Howard,Ty).",rush left
1319,42,2,23,pass,5,38,21,5,"2nd and 5 at DUQ38 No Huddle-Shotgun Travis,Jordan pass complete deep middle to Spann,Deuce for 11 yards to the DUQ27",pass
1319,43,1,23,rush middle,10,27,30,21,"1st and 10 at DUQ27 No Huddle-Shotgun Ward,Treshaun rush middle for 20 yards gain to the DUQ07 (Johnson,Jayden), out of",rush middle
1319,44,1,23,pass,17,17,-7,30,"1st and 17 at DUQ17 No Huddle-Shotgun Travis,Jordan sacked for loss of 7 yards to the DUQ24 (Hill,Todd).",rush left
1319,45,2,23,pass,24,24,28,-7,"2nd and 24 at DUQ24 No Huddle-Shotgun Travis,Jordan pass complete deep middle to Poitier,Kentron for 18 yards to the DUQ06",pass
1319,46,3,23,pass,6,6,0,28,"3rd and 6 at DUQ6 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Poitier,Kentron.",pass
1319,47,4,23,field goal attempt,6,6,5,0,"4th and 6 at DUQ6 Fitzgerald,Ryan field goal attempt from 24 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
900,48,1,26,rush right,10,62,7,5,"1st and 10 at FSU38 No Huddle-Shotgun Ward,Treshaun rush right for 7 yards gain to the FSU45 (Lopez,Ryan).",rush right
900,49,2,26,pass,3,55,58,7,"2nd and 3 at FSU45 No Huddle-Shotgun Travis,Jordan pass complete deep middle to Poitier,Kentron for 48 yards to the DUQ07",pass
900,50,1,26,rush middle,7,7,4,58,"1st and 7 at DUQ7 No Huddle-Shotgun Ward,Treshaun rush middle for 4 yards gain to the DUQ03 (Lowery,Tim).",rush middle
1616,51,2,26,rush middle,3,3,63,4,"2nd and 3 at DUQ3 No Huddle-Shotgun Ward,Treshaun rush middle for 3 yards gain to the DUQ00 TOUCHDOWN, clock 11:56.",rush middle
1616,52,1,26,kick attempt,10,3,0,63,"1st and 10 at DUQ3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
1616,53,1,33,rush middle,10,68,4,0,"1st and 10 at FSU32 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU36 (Reese,Alex; Rizzo,Gianni).",rush middle
1616,54,2,33,rush middle,6,64,4,4,"2nd and 6 at FSU36 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU40 (Josephs,Jeremiah).",rush middle
1616,55,3,33,rush middle,2,60,14,4,"3rd and 2 at FSU40 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU44 (Palmer,Noah), 1ST DOWN.",rush middle
1616,56,1,33,rush right,10,56,31,14,"1st and 10 at FSU44 No Huddle-Shotgun Ward,Treshaun rush right for 21 yards gain to the DUQ35 (Stump,Shane), 1ST DOWN.",rush right
1616,57,1,33,rush middle,10,35,3,31,"1st and 10 at DUQ35 No Huddle-Shotgun Ward,Treshaun rush middle for 3 yards gain to the DUQ32 (Ackerman,A.J.;",rush middle
1616,58,2,33,pass,7,32,0,3,"2nd and 7 at DUQ32 No Huddle-Shotgun Rodemaker,Tate pass incomplete short middle to Williamson,Darion broken up by",pass
1616,59,3,33,rush left,7,32,0,0,"3rd and 7 at DUQ32 No Huddle-Shotgun Rodemaker,Tate rush left for 0 yards to the DUQ32 (Stump,Shane).",rush left
1616,60,4,33,pass,7,32,60,0,"4th and 7 at DUQ32 No Huddle-Shotgun Rodemaker,Tate pass intercepted by Webb,Ryan at DUQ20 Webb,Ryan return 50 yards to",pass
1616,61,1,33,rush middle,10,68,4,60,"1st and 10 at FSU32 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU36 (Reese,Alex; Rizzo,Gianni).",rush middle
1616,62,2,33,rush middle,6,64,4,4,"2nd and 6 at FSU36 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU40 (Josephs,Jeremiah).",rush middle
1616,63,3,33,rush middle,2,60,14,4,"3rd and 2 at FSU40 No Huddle-Shotgun Toafili,Lawrance rush middle for 4 yards gain to the FSU44 (Palmer,Noah), 1ST DOWN.",rush middle
1616,64,1,33,rush right,10,56,31,14,"1st and 10 at FSU44 No Huddle-Shotgun Ward,Treshaun rush right for 21 yards gain to the DUQ35 (Stump,Shane), 1ST DOWN.",rush right
1616,65,1,33,rush middle,10,35,3,31,"1st and 10 at DUQ35 No Huddle-Shotgun Ward,Treshaun rush middle for 3 yards gain to the DUQ32 (Ackerman,A.J.;",rush middle
1616,66,2,33,pass,7,32,0,3,"2nd and 7 at DUQ32 No Huddle-Shotgun Rodemaker,Tate pass incomplete short middle to Williamson,Darion broken up by",pass
1616,67,3,33,rush left,7,32,0,0,"3rd and 7 at DUQ32 No Huddle-Shotgun Rodemaker,Tate rush left for 0 yards to the DUQ32 (Stump,Shane).",rush left
1616,68,4,33,pass,7,32,60,0,"4th and 7 at DUQ32 No Huddle-Shotgun Rodemaker,Tate pass intercepted by Webb,Ryan at DUQ20 Webb,Ryan return 50 yards to",pass
1177,69,1,26,rush middle,10,85,33,60,"1st and 10 at FSU15 (04:32) No Huddle-Shotgun Toafili,Lawrance rush middle for 23 yards gain to the FSU38 (Josephs,Jeremiah),",rush middle
1177,70,1,26,rush right,10,62,7,33,"1st and 10 at FSU38 No Huddle-Shotgun Toafili,Lawrance rush right for 7 yards gain to the FSU45 (Kurzinger,Kevin; Muehlbauer,Jon).",rush right
1177,71,2,26,rush middle,3,55,16,7,"2nd and 3 at FSU45 No Huddle-Shotgun Toafili,Lawrance rush middle for 6 yards gain to the DUQ49 (Dellovade,Anthony), 1ST",rush middle
1177,72,1,26,pass,10,49,6,16,"1st and 10 at DUQ49 No Huddle-Shotgun Rodemaker,Tate pass complete short left to Poitier,Kentron for 6 yards to the DUQ43",pass
1028,73,2,26,rush middle,4,43,113,6,"2nd and 4 at DUQ43 No Huddle-Shotgun Benson,Trey rush middle for 43 yards gain to the DUQ00 TOUCHDOWN, clock 02:08, 1ST",rush middle
1028,74,1,26,kick attempt,10,3,0,113,"1st and 10 at DUQ3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
900,75,1,33,rush middle,10,66,21,0,"1st and 10 at FSU34 No Huddle-Shotgun Hill,Rodney rush middle for 11 yards gain to the FSU45 (Neill,Sam), 1ST DOWN.",rush middle
900,76,1,33,pass,10,55,0,21,"1st and 10 at FSU45 No Huddle-Shotgun Rodemaker,Tate pass incomplete short right QB hurried by Muehlbauer,Jon.Lopez,Ryan",pass
900,77,2,33,rush right,10,55,0,0,"2nd and 10 at FSU45 No Huddle-Shotgun Hill,Rodney rush right for 0 yards to the FSU45 (Barnes,CJ).",rush right
819,78,3,33,pass,10,55,9,0,"3rd and 10 at FSU45 No Huddle-Shotgun Rodemaker,Tate pass complete short left to Spann,Deuce for 9 yards to the DUQ46",pass
819,79,4,33,rush middle,1,46,12,9,"4th and 1 at DUQ46 No Huddle Rodemaker,Tate rush middle for 2 yards gain to the DUQ44 (Muehlbauer,Jon; Stump,Shane), 1ST",rush middle
819,80,1,33,pass,10,44,0,12,"1st and 10 at DUQ44 No Huddle-Shotgun Rodemaker,Tate pass incomplete short middle to Poitier,Kentron broken up by",pass
819,81,2,33,rush left,10,44,3,0,"2nd and 10 at DUQ44 No Huddle-Shotgun Benson,Trey rush left for 3 yards gain to the DUQ41 (Johnson,Jayden).",rush left
819,82,3,33,rush middle,7,41,22,3,"3rd and 7 at DUQ41 No Huddle-Shotgun Benson,Trey rush middle for 12 yards gain to the DUQ29 (Neill,Sam; Johnson,Jayden), 1ST",rush middle
819,83,1,33,rush middle,10,29,6,22,"1st and 10 at DUQ29 No Huddle-Shotgun Hill,Rodney rush middle for 6 yards gain to the DUQ23 (Carson,Jaelen).",rush middle
819,84,2,33,rush left,4,23,3,6,"2nd and 4 at DUQ23 No Huddle-Shotgun Hill,Rodney rush left for 3 yards gain to the DUQ20 (Muehlbauer,Jon), out of bounds.",rush left
819,85,3,33,rush middle,1,20,20,3,"3rd and 1 at DUQ20 No Huddle-Shotgun Hill,Rodney rush middle for 10 yards gain to the DUQ10 (Howard,Ty; Muehlbauer,Jon), 1ST",rush middle
819,86,1,33,rush middle,10,10,2,20,"1st and 10 at DUQ10 No Huddle-Shotgun Hill,Rodney rush middle for 2 yards gain to the DUQ08 (Howard,Ty; Kurzinger,Kevin).",rush middle
538,87,2,33,rush middle,8,8,78,2,"2nd and 8 at DUQ8 No Huddle-Shotgun Hill,Rodney rush middle for 8 yards gain to the DUQ00 TOUCHDOWN, clock 08:58, 1ST",rush middle
538,88,1,33,kick attempt,10,3,0,78,"1st and 10 at DUQ3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
538,89,1,40,rush middle,10,77,23,0,"1st and 10 at FSU23 No Huddle-Shotgun Hill,Rodney rush middle for 13 yards gain to the FSU36 (Neill,Sam), out of bounds, 1ST",rush middle
538,90,1,40,pass,20,74,10,23,"1st and 20 at FSU26 No Huddle-Shotgun Duffy,AJ pass complete short left to Williamson,Darion for 10 yards to the FSU36",pass
538,91,2,40,rush right,10,64,5,10,"2nd and 10 at FSU36 No Huddle-Shotgun Duffy,AJ rush right for 5 yards gain to the FSU41 (Sweeney,Jason; Johnson,Jayden).",rush right
538,92,3,40,rush middle,5,59,2,5,"3rd and 5 at FSU41 No Huddle-Shotgun Hill,Rodney rush middle for 2 yards gain to the FSU43 (Proctor,Nathan; Reese,Alex).",rush middle
538,93,4,40,punt,3,57,0,2,"4th and 3 at FSU43 Mastromanno,Alex punt 52 yards to the DUQ05.",punt
538,94,1,40,rush middle,10,77,23,0,"1st and 10 at FSU23 No Huddle-Shotgun Hill,Rodney rush middle for 13 yards gain to the FSU36 (Neill,Sam), out of bounds, 1ST",rush middle
538,95,1,40,pass,20,74,10,23,"1st and 20 at FSU26 No Huddle-Shotgun Duffy,AJ pass complete short left to Williamson,Darion for 10 yards to the FSU36",pass
538,96,2,40,rush right,10,64,5,10,"2nd and 10 at FSU36 No Huddle-Shotgun Duffy,AJ rush right for 5 yards gain to the FSU41 (Sweeney,Jason; Johnson,Jayden).",rush right
538,97,3,40,rush middle,5,59,2,5,"3rd and 5 at FSU41 No Huddle-Shotgun Hill,Rodney rush middle for 2 yards gain to the FSU43 (Proctor,Nathan; Reese,Alex).",rush middle
538,98,4,40,punt,3,57,0,2,"4th and 3 at FSU43 Mastromanno,Alex punt 52 yards to the DUQ05.",punt
3600,1,1,0,pass,10,75,22,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short right to Morlock,Kyle for 12 yards to the FSU37 (Phillips",pass
3600,2,1,0,pass,10,63,24,22,"1st and 10 at FSU37 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 14 yards to the VT 49",pass
3600,3,1,0,rush middle,17,56,6,24,"1st and 17 at FSU44 No Huddle-Shotgun Toafili,Lawrance rush middle for 6 yards gain to the FSU50 (Lawson,Keli; Tisdale,Alan).",rush middle
3600,4,2,0,rush right,11,50,4,6,"2nd and 11 at FSU50 No Huddle-Shotgun Travis,Jordan rush right for 4 yards gain to the VT 46 (Stroman,Jalen; Jenkins,Keonta).",rush right
3600,5,3,0,rush middle,7,0,19,4,"3rd and 7 at VT 46 No Huddle-Shotgun Toafili,Lawrance rush middle for 9 yards gain to the VT 37 (Tisdale,Alan; Lawson,Keli), 1ST",rush middle
3600,6,1,0,pass,10,0,0,19,"1st and 10 at VT 37 No Huddle-Shotgun Travis,Jordan pass incomplete deep middle to Wilson,Johnny broken up by Delane,Mansoor",pass
3600,7,1,0,rush middle,5,0,2,0,"1st and 5 at VT 32 No Huddle-Shotgun Benson,Trey rush middle for 2 yards gain to the VT 30 (Tisdale,Alan; Pollard,Norell).",rush middle
3600,8,2,0,pass,3,0,8,2,"2nd and 3 at VT 30 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 8 yards to the VT 22",pass
3600,9,1,0,rush left,10,0,3,8,"1st and 10 at VT 22 No Huddle-Shotgun Travis,Jordan rush left for 3 yards gain to the VT 19 (Strong,Dorian), out of bounds.",rush left
3600,10,2,0,rush middle,7,0,6,3,"2nd and 7 at VT 19 No Huddle-Shotgun Travis,Jordan rush middle for 6 yards gain to the VT 13, End Of Play.",rush middle
3600,11,3,0,rush middle,1,0,2,6,"3rd and 1 at VT 13 No Huddle-Shotgun Hill,Rodney rush middle for 2 yards gain to the VT 11 (Delane,Mansoor; Burgos,Keyshawn),",rush middle
3600,12,1,0,rush left,10,0,4,2,"1st and 10 at VT 11 No Huddle-Shotgun Benson,Trey rush left for 4 yards gain to the VT 07 (Pollard,Norell; Tisdale,Alan).",rush left
3600,13,2,0,pass,6,0,7,4,"2nd and 6 at VT 7 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 7 yards to the VT 00",pass
3253,15,1,8,pass,10,66,9,0,"1st and 10 at FSU34 No Huddle-Shotgun Travis,Jordan pass complete short right to Douglas,Markeston for 9 yards to the FSU43",pass
3253,16,2,8,rush middle,1,57,3,9,"2nd and 1 at FSU43 No Huddle-Shotgun Benson,Trey rush middle for 3 yards gain to the FSU46 (Phillips III,Mose; Powell-Ryland",rush middle
3253,17,1,8,rush left,10,54,4,3,"1st and 10 at FSU46 No Huddle-Shotgun Benson,Trey rush left for 4 yards gain to the FSU50 (Stroman,Jalen; Lawson,Keli).",rush left
3253,18,2,8,rush middle,6,50,29,4,"2nd and 6 at FSU50 No Huddle-Shotgun Benson,Trey rush middle for 19 yards gain to the VT 31 (Stroman,Jalen), 1ST DOWN.",rush middle
3253,19,1,8,pass,10,0,0,29,"1st and 10 at VT 31 No Huddle-Shotgun Travis,Jordan pass incomplete deep middle to Coleman,Keon.",pass
3253,20,2,8,pass,10,0,3,0,"2nd and 10 at VT 31 No Huddle-Shotgun Travis,Jordan pass complete short left to Morlock,Kyle for 3 yards to the VT 28",pass
2984,21,3,8,rush middle,7,0,98,3,"3rd and 7 at VT 28 No Huddle-Shotgun Toafili,Lawrance rush middle for 28 yards gain to the VT 00 TOUCHDOWN, clock 04:44, 1ST",rush middle
2984,22,1,8,kick attempt,10,0,0,98,"1st and 10 at VT 3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2984,23,1,15,pass,10,0,26,0,"1st and 10 at VT 45 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 16 yards to the VT 29",pass
2984,24,1,15,pass,10,0,0,26,"1st and 10 at VT 29 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Morlock,Kyle.",pass
2984,25,2,15,rush right,10,0,0,0,"2nd and 10 at VT 29 No Huddle-Shotgun Hill,Rodney rush right for 1 yard loss to the VT 30 (Burgos,Keyshawn).",rush right
2984,26,3,15,pass,11,0,21,0,"3rd and 11 at VT 30 No Huddle-Shotgun Travis,Jordan pass complete short left to Morlock,Kyle for 11 yards to the VT 19",pass
2984,27,1,15,rush left,10,0,0,21,"1st and 10 at VT 19 No Huddle-Shotgun Travis,Jordan rush left for 1 yard gain to the VT 18, End Of Play.",rush left
2984,28,2,15,pass,9,0,0,0,"2nd and 9 at VT 18 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Morlock,Kyle broken up by Lawson,Keli.",pass
2984,29,3,15,pass,9,0,28,0,"3rd and 9 at VT 18 No Huddle-Shotgun Travis,Jordan pass complete short left to Wilson,Johnny for 18 yards to the VT 00",pass
2794,30,1,15,kick attempt,10,0,0,28,"1st and 10 at VT 3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
2794,31,1,22,rush right,15,67,2,0,"1st and 15 at FSU33 No Huddle-Shotgun Hill,Rodney rush right for 2 yards gain to the FSU35 (Payne,Pheldarius; Stroman,Jalen).",rush right
2700,32,2,22,pass,13,65,4,2,"2nd and 13 at FSU35 No Huddle-Shotgun Travis,Jordan pass complete short right to Morlock,Kyle for 4 yards to the FSU39",pass
2700,33,3,22,pass,9,61,0,4,"3rd and 9 at FSU39 No Huddle-Shotgun Travis,Jordan pass incomplete deep left to Douglas,Ja'Khi broken up by Canteen,Derrick.",pass
2700,34,4,22,punt,9,61,0,0,"4th and 9 at FSU39 Mastromanno,Alex punt 49 yards to the VT 12 fair catch by Holloway,Tucker at VT 12.",punt
2377,35,1,19,rush middle,10,75,4,0,"1st and 10 at FSU25 No Huddle-Shotgun Benson,Trey rush middle for 4 yards gain to the FSU29 (Lawson,Keli).",rush middle
2377,36,2,19,pass,6,71,0,4,"2nd and 6 at FSU29 No Huddle-Shotgun Travis,Jordan pass complete short right to Benson,Trey for 1 yard loss to the FSU28",pass
2377,37,3,19,pass,7,72,-6,0,"3rd and 7 at FSU28 No Huddle-Shotgun Travis,Jordan sacked for loss of 6 yards to the FSU22 (McCray,C.J.).",rush left
2377,38,4,19,punt,13,78,0,-6,"4th and 13 at FSU22 Mastromanno,Alex punt 48 yards to the VT 30 fair catch by Holloway,Tucker at VT 30.",punt
1787,39,1,12,pass,10,75,-10,0,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan sacked for loss of 10 yards to the FSU15 (Pollard,Norell).",pass
900,40,1,12,pass,10,75,23,-10,"1st and 10 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short middle to Wilson,Johnny for 13 yards to the FSU38",pass
1759,41,1,12,rush left,10,62,132,23,"1st and 10 at FSU38 No Huddle-Shotgun Benson,Trey rush left for 62 yards gain to the VT 00 TOUCHDOWN, clock 14:19, 1ST DOWN.",rush left
1759,42,1,12,kick attempt,10,0,0,132,"1st and 10 at VT 3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
1759,43,1,12,pass,10,79,8,0,"1st and 10 at FSU21 No Huddle-Shotgun Travis,Jordan pass complete short left to Hill,Rodney for 8 yards to the FSU29",pass
1759,44,2,12,pass,2,71,40,8,"2nd and 2 at FSU29 No Huddle-Shotgun Travis,Jordan pass complete deep right to Hill,Destyn for 30 yards to the VT 41",pass
1759,45,1,12,rush middle,10,0,4,40,"1st and 10 at VT 41 No Huddle-Shotgun Travis,Jordan rush middle for 4 yards gain to the VT 37 (Stroman,Jalen; Pollard,Norell)",rush middle
1759,46,1,12,pass,10,0,3,4,"1st and 10 at VT 22 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 3 yards to the VT 19",pass
1759,47,2,12,pass,7,0,5,3,"2nd and 7 at VT 19 No Huddle-Shotgun Travis,Jordan pass complete short right to Coleman,Keon for 5 yards to the VT 14",pass
1759,48,3,12,rush middle,2,0,0,5,"3rd and 2 at VT 14 No Huddle-Shotgun Toafili,Lawrance rush middle for 1 yard gain to the VT 13 (Nelson,Cole; Peoples,Nasir).",rush middle
1448,49,4,12,rush middle,1,0,12,0,"4th and 1 at VT 13 Travis,Jordan rush middle for 2 yards gain to the VT 11 (Kendricks,Mario; Powell-Ryland Jr.,Antwaun), 1ST",rush middle
1448,50,1,12,rush right,10,0,4,12,"1st and 10 at VT 11 No Huddle-Shotgun Toafili,Lawrance rush right for 4 yards gain to the VT 07 (Peoples,Nasir; Delane,Mansoor).",rush right
1448,51,2,12,rush left,6,0,2,4,"2nd and 6 at VT 7 No Huddle-Shotgun Toafili,Lawrance rush left for 2 yards gain to the VT 05 (Nelson,Cole; Delane,Mansoor).",rush left
1448,52,3,12,pass,9,0,2,2,"3rd and 9 at VT 10 No Huddle-Shotgun Travis,Jordan pass complete short left to Toafili,Lawrance for 2 yards to the VT 08",pass
1448,53,4,12,field goal attempt,7,0,5,2,"4th and 7 at VT 8 Fitzgerald,Ryan field goal attempt from 26 yards GOOD (H: Mastromanno,Alex, LS: Rosenberry,James), clock",field goal attempt
1448,54,1,15,rush middle,10,91,0,5,"1st and 10 at FSU9 No Huddle-Shotgun Benson,Trey rush middle for 1 yard gain to the FSU10 (McDonald,Jayden).",rush middle
1448,55,2,15,rush middle,9,90,21,0,"2nd and 9 at FSU10 No Huddle-Shotgun Travis,Jordan rush middle for 11 yards gain to the FSU21, End Of Play, 1ST DOWN.",rush middle
1448,56,1,15,pass,10,79,8,21,"1st and 10 at FSU21 No Huddle-Shotgun Travis,Jordan pass complete short left to Benson,Trey for 8 yards to the FSU29",pass
1448,57,2,15,pass,7,76,0,8,"2nd and 7 at FSU24 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Douglas,Ja'Khi.",pass
1448,58,3,15,pass,7,76,0,0,"3rd and 7 at FSU24 No Huddle-Shotgun Travis,Jordan pass incomplete short left to Coleman,Keon broken up by Lawson,Keli.",pass
900,59,4,15,punt,7,76,0,0,"4th and 7 at FSU24 Mastromanno,Alex punt 59 yards to the VT 17 Holloway,Tucker return 8 yards to the VT 25 (Campbell Jr.,CJ).",punt
508,60,1,15,rush right,10,85,155,0,"1st and 10 at FSU15 No Huddle-Shotgun Benson,Trey rush right for 85 yards gain to the VT 00 TOUCHDOWN, clock 08:28, 1ST",rush right
508,61,1,15,kick attempt,10,0,0,155,"1st and 10 at VT 3 Fitzgerald,Ryan kick attempt good (H: Mastromanno,Alex, LS: Rosenberry,James).",kick attempt
508,62,1,22,rush right,10,83,8,0,"1st and 10 at FSU17 (05:57) No Huddle Benson,Trey rush right for 8 yards gain to the FSU25 (Tisdale,Alan; Delane,Mansoor).",rush right
508,63,2,22,rush middle,2,75,12,8,"2nd and 2 at FSU25 No Huddle-Shotgun Hill,Rodney rush middle for 2 yards gain to the FSU27 (Tisdale,Alan), 1ST DOWN.",rush middle
508,64,1,22,rush right,10,73,5,12,"1st and 10 at FSU27 No Huddle-Shotgun Hill,Rodney rush right for 5 yards gain to the FSU32 (Woodson,Caleb; Nelson,Cole).",rush right
508,65,2,22,rush right,5,68,3,5,"2nd and 5 at FSU32 No Huddle Hill,Rodney rush right for 3 yards gain to the FSU35 (Burgos,Keyshawn; Lawson,Keli).",rush right
508,66,3,22,pass,2,65,0,3,"3rd and 2 at FSU35 No Huddle-Shotgun Rodemaker,Tate pass incomplete short right to Williams,Hykeem QB hurried by Lawson,Keli.",pass
508,67,4,22,punt,2,65,0,0,"4th and 2 at FSU35 Mastromanno,Alex punt 50 yards to the VT 15 fair catch by Holloway,Tucker at VT 15.",punt
508,68,1,22,kneel,10,72,-2,0,"1st and 10 at FSU28 Kneel down by Rodemaker,Tate at FSU26 for loss of 2 yards.",rush right
508,69,2,22,kneel,12,74,-2,-2,"2nd and 12 at FSU26 Kneel down by Rodemaker,Tate at FSU24 for loss of 2 yards.",rush left
508,70,3,22,kneel,14,76,-2,-2,"3rd and 14 at FSU24 Kneel down by Rodemaker,Tate at FSU22 for loss of 2 yards.",rush middle
3600,1,1,0,rush right,10,80,5,-2,"1st and 10 at FSU20 No Huddle-Shotgun Benson,Trey rush right for 5 yards gain to the FSU25 (Seay,AJ; Reddick,Gregory).",rush right
3600,2,2,0,pass,5,75,28,5,"2nd and 5 at FSU25 No Huddle-Shotgun Travis,Jordan pass complete short left to Coleman,Keon for 18 yards to the FSU43",pass
3600,3,1,0,rush left,10,57,2,28,"1st and 10 at FSU43 No Huddle-Shotgun Hill,Rodney rush left for 2 yards gain to the FSU45 (Floyd,Amauri).",rush left
3600,4,2,0,pass,3,50,0,2,"2nd and 3 at FSU50 No Huddle-Shotgun Travis,Jordan pass incomplete short middle to Wilson,Johnny broken up by Floyd,Amauri.",pass
3600,5,3,0,rush right,3,50,-3,0,"3rd and 3 at FSU50 No Huddle-Shotgun Toafili,Lawrance rush right for 3 yards loss to the FSU47 (Lansdell,Rush).",rush left
3600,6,4,0,punt,6,53,0,-3,"4th and 6 at FSU47 Mastromanno,Alex punt 45 yards to the UNA08 Warden,Kobe return 6 yards to the UNA14 (Hiebert,Donny).",punt
3135,7,1,-7,rush middle,10,75,3,0,"1st and 10 at FSU25 (07:15) No Huddle-Shotgun Campbell Jr.,CJ rush middle for 3 yards gain to the FSU28 (Reddick,Gregory).",rush middle
3135,8,2,-7,pass,7,72,0,3,"2nd and 7 at FSU28 No Huddle-Shotgun Travis,Jordan pass incomplete deep right to Wilson,Johnny.",pass
3135,9,3,-7,pass,7,72,3,0,"3rd and 7 at FSU28 No Huddle-Shotgun Travis,Jordan pass complete short left to Toafili,Lawrance for 3 yards to the FSU31",pass
3135,10,4,-7,punt,4,69,0,3,"4th and 4 at FSU31 Mastromanno,Alex punt 46 yards to the UNA23 Warden,Kobe return for loss of 3 yards to the UNA20 (Graham",punt
2817,11,1,-13,rush right,10,65,26,0,"1st and 10 at FSU35 No Huddle-Shotgun Travis,Jordan rush right for 16 yards gain to the UNA49 (Myers,Shaun), 1ST",rush right
2817,12,1,-13,rush middle,10,49,4,26,"1st and 10 at UNA49 No Huddle-Shotgun Hill,Rodney rush middle for 4 yards gain to the UNA45 (Reddick,Gregory).",rush middle
2817,13,2,-13,rush left,6,45,20,4,"2nd and 6 at UNA45 No Huddle-Shotgun Rodemaker,Tate rush left for 10 yards gain to the UNA35, out of bounds at UNA35, 1ST",rush left
2817,14,1,-13,rush middle,10,35,5,20,"1st and 10 at UNA35 No Huddle-Shotgun Hill,Rodney rush middle for 5 yards gain to the UNA30 (Myers,Shaun; Elmore,Elijah).",rush middle
2700,15,2,-13,pass,5,30,10,5,"2nd and 5 at UNA30 No Huddle-Shotgun Rodemaker,Tate pass complete short left to Toafili,Lawrance for 10 yards to the UNA20",pass
2700,16,1,-13,pass,10,20,22,10,"1st and 10 at UNA20 No Huddle-Shotgun Rodemaker,Tate pass complete short left to Wilson,Johnny for 12 yards to the UNA08",pass
